Region,Season,Distance,Pos,S,SW,W,NW,N,NE,E,SE
7,Heating,25,1to3,0.939071164,0.887752032,0.881828839,0.834721729,0.820439182,0.83367808,0.885825511,0.896861951
7,Heating,19,1to3,0.905776731,0.817862581,0.823262587,0.805296155,0.79279518,0.80135877,0.824890433,0.813294998
7,Heating,13,1to3,0.827208708,0.674521032,0.701875806,0.717702024,0.734481247,0.730295718,0.708962517,0.677832766
7,Heating,9,1to3,0.512364685,0.503030666,0.552944373,0.600236483,0.63392306,0.603305514,0.553805312,0.507830975
7,Heating,7,1to3,0.357227411,0.391130234,0.432485312,0.510590423,0.53557991,0.512763782,0.429502495,0.395466193
7,Heating,6,1to3,0.280921914,0.336035743,0.365433659,0.4577723,0.469635747,0.460849135,0.366202395,0.334898806
7,Heating,5,1to3,0.199285452,0.265332807,0.292496174,0.384502516,0.387893573,0.398844546,0.299603974,0.268563511
7,Heating,4,1to3,0.123221908,0.18275583,0.206575862,0.292220873,0.293243128,0.305320587,0.217203533,0.19027406
7,Heating,3,1to3,0.067955343,0.10786379,0.128294289,0.196146164,0.184173167,0.196322798,0.119796706,0.103329361
7,Heating,2,1to3,0.02089515,0.040989318,0.060514188,0.098911442,0.072961946,0.094694371,0.060472553,0.037636371
7,Heating,1,1to3,0.007749124,0.013121812,0.014434395,0.039946616,0.030549075,0.04190679,0.023718496,0.015782025
7,Heating,40,2to3,0.980899042,0.966671874,0.951158796,0.911426614,0.903208386,0.921497625,0.957376792,0.977423284
7,Heating,25,2to3,0.962545128,0.933954873,0.920879127,0.890063365,0.893716912,0.898149491,0.927594472,0.936947523
7,Heating,19,2to3,0.943427157,0.896535749,0.888064061,0.87183195,0.882805947,0.876271398,0.890639701,0.905760065
7,Heating,13,2to3,0.904852679,0.820017153,0.809058635,0.831457414,0.853002022,0.831144913,0.818771601,0.823089732
7,Heating,9,2to3,0.843275334,0.704247676,0.700993211,0.747273612,0.787736043,0.759018256,0.706361633,0.700485146
7,Heating,7,2to3,0.6980589,0.58974318,0.603867357,0.660343578,0.716474922,0.676179064,0.609596259,0.597406136
7,Heating,6,2to3,0.577387544,0.525767777,0.546082277,0.603313333,0.663527526,0.619255519,0.548241157,0.520503874
7,Heating,5,2to3,0.445813236,0.43807987,0.468463939,0.543449135,0.592419566,0.552078007,0.470907767,0.449600215
7,Heating,4,2to3,0.308833048,0.340285366,0.379696588,0.463879045,0.499902321,0.467269409,0.37929087,0.349411078
7,Heating,3,2to3,0.184227125,0.23225525,0.263051909,0.350039755,0.364764284,0.355746758,0.271636627,0.239531737
7,Heating,2,2to3,0.057968483,0.10790919,0.13856066,0.196345628,0.185812226,0.199908804,0.133418931,0.107063659
7,Heating,1,2to3,0.013216537,0.025823783,0.044464145,0.069727146,0.059907732,0.07135676,0.05181758,0.027582629
7,Heating,40,3to3,0.986477382,0.981052586,0.974867503,0.95485491,0.942593601,0.955854222,0.976870057,0.98435696
7,Heating,25,3to3,0.976919495,0.967277835,0.958796478,0.953173711,0.953330527,0.955608421,0.967598369,0.976450238
7,Heating,19,3to3,0.968338748,0.954840996,0.945126708,0.948496225,0.95987073,0.951834781,0.959216593,0.96881949
7,Heating,13,3to3,0.956385167,0.934801673,0.919925898,0.932651854,0.962296264,0.937809774,0.93478729,0.941934922
7,Heating,9,3to3,0.941950885,0.900431264,0.88235097,0.902239988,0.944776263,0.909089822,0.897535836,0.91230681
7,Heating,7,3to3,0.927960752,0.87268179,0.841243726,0.870152792,0.920398356,0.879702684,0.85898239,0.871007166
7,Heating,6,3to3,0.916626561,0.840080943,0.821517228,0.848308676,0.900249829,0.859091563,0.83823699,0.850907483
7,Heating,5,3to3,0.89786269,0.810741621,0.782841395,0.819376327,0.871860786,0.832878207,0.796755414,0.827884274
7,Heating,4,3to3,0.858132431,0.752500922,0.722724111,0.766479265,0.834514313,0.786230266,0.751544307,0.75868425
7,Heating,3,3to3,0.731019717,0.663435845,0.658466838,0.699306085,0.764487824,0.716816998,0.666476125,0.67133597
7,Heating,2,3to3,0.533048033,0.526108895,0.529336673,0.58706698,0.628414012,0.590827956,0.532525322,0.525666961
7,Heating,1,3to3,0.327415317,0.303899629,0.330751111,0.388692185,0.429956546,0.400485013,0.321796524,0.304366417
7,Heating,40,1to2,0.982527078,0.967805776,0.946943526,0.891293075,0.869909384,0.901200733,0.95320545,0.97841446
7,Heating,25,1to2,0.966533189,0.937187696,0.917416555,0.867940169,0.855174019,0.875651277,0.924317666,0.940246806
7,Heating,19,1to2,0.950212923,0.901329339,0.885923979,0.850070691,0.841199935,0.854240301,0.88851302,0.910522148
7,Heating,13,1to2,0.912828883,0.825760473,0.809652012,0.813675142,0.812257672,0.813601439,0.819704516,0.828929978
7,Heating,9,1to2,0.847755672,0.709897073,0.705233356,0.739054335,0.763871863,0.750900143,0.710575082,0.706226886
7,Heating,7,1to2,0.700865306,0.595018331,0.609816282,0.659005604,0.704249324,0.675049445,0.615506489,0.602711212
7,Heating,6,1to2,0.57924301,0.530413574,0.552095853,0.60424157,0.656471641,0.620363577,0.554484602,0.52518383
7,Heating,5,1to2,0.446893505,0.441751815,0.474256572,0.546744892,0.59028164,0.555522519,0.476871205,0.453348156
7,Heating,4,1to2,0.309464361,0.342827216,0.384715087,0.468449666,0.50082796,0.471959459,0.384272011,0.3519787
7,Heating,3,1to2,0.184674029,0.233927302,0.266886282,0.3550417,0.366689164,0.360662913,0.275279105,0.24118603
7,Heating,2,1to2,0.058398567,0.108955041,0.140817151,0.199988322,0.188350628,0.203650437,0.135614471,0.108081886
7,Heating,1,1to2,0.013083433,0.025841423,0.044295349,0.069759085,0.059273931,0.07136531,0.051681695,0.027596164
7,Heating,40,2to2,0.987681388,0.982103073,0.973313404,0.945625669,0.926475245,0.94649603,0.975330293,0.985320601
7,Heating,25,2to2,0.980181763,0.969910185,0.957917296,0.942495766,0.932858937,0.944641143,0.966826208,0.979081539
7,Heating,19,2to2,0.972971034,0.958177633,0.945137367,0.938383263,0.937560033,0.941565295,0.95921602,0.972183123
7,Heating,13,2to2,0.959737119,0.937975895,0.92133338,0.926161728,0.942508455,0.931384707,0.936329093,0.945201263
7,Heating,9,2to2,0.943354765,0.903130622,0.885263975,0.902046235,0.937157607,0.908987251,0.900421291,0.9150444
7,Heating,7,2to2,0.928699664,0.874909777,0.844635885,0.873286983,0.91916754,0.882982107,0.862278385,0.873256734
7,Heating,6,2to2,0.917153979,0.841909371,0.82453215,0.851787782,0.900681583,0.862661805,0.841281417,0.852748509
7,Heating,5,2to2,0.898209087,0.81206946,0.785370439,0.822988626,0.873395371,0.836506868,0.799252673,0.829224469
7,Heating,4,2to2,0.8583337,0.753296656,0.724448118,0.769279993,0.835988428,0.789046198,0.753229674,0.759483747
7,Heating,3,2to2,0.731148745,0.663875487,0.65943027,0.701088782,0.765455185,0.718580997,0.667408391,0.671776534
7,Heating,2,2to2,0.533147059,0.526337847,0.529813162,0.58794317,0.629105933,0.59172342,0.532979558,0.525894407
7,Heating,1,2to2,0.327369491,0.303873,0.330677058,0.388602188,0.429721361,0.40038937,0.321724579,0.304338456
7,Heating,40,1to1,0.988708992,0.982655117,0.969132407,0.928796091,0.897801437,0.929256542,0.971644983,0.985875421
7,Heating,25,1to1,0.983001668,0.97238284,0.954816276,0.923631617,0.899082929,0.925426452,0.963828959,0.981451383
7,Heating,19,1to1,0.977825217,0.962344453,0.942720584,0.917714643,0.898808842,0.920638775,0.95697938,0.976362845
7,Heating,13,1to1,0.968299245,0.944605871,0.920698821,0.905678496,0.897859996,0.91050894,0.935896065,0.951736461
7,Heating,9,1to1,0.952089083,0.910425582,0.887321799,0.886454981,0.894730729,0.893558964,0.902582461,0.922465866
7,Heating,7,1to1,0.934935719,0.881876691,0.84893125,0.865069682,0.88870889,0.874909638,0.866787441,0.88044904
7,Heating,6,1to1,0.921757514,0.848364164,0.830297631,0.848923094,0.882123402,0.859276994,0.846963579,0.859398718
7,Heating,5,1to1,0.901580801,0.817898956,0.792116796,0.824818726,0.863731701,0.838776431,0.805899385,0.835204174
7,Heating,4,1to1,0.860639202,0.758288341,0.731248347,0.774983762,0.833900815,0.795147093,0.760242216,0.764434283
7,Heating,3,1to1,0.732530626,0.667368681,0.665157949,0.708047403,0.768433944,0.725882453,0.673261371,0.675159829
7,Heating,2,1to1,0.687991728,0.608213826,0.541114699,0.558229877,0.5551866,0.558613762,0.535900489,0.60918255
7,Heating,1,1to1,0.48381896,0.385247425,0.329448528,0.355390899,0.366397091,0.350638139,0.321860365,0.377369853
8,Cooling,40,1to3,0.935787056,0.930643536,0.912592159,0.905514647,0.892376718,0.912398543,0.91463896,0.937745183
8,Cooling,25,1to3,0.891947475,0.881727195,0.847313932,0.85151307,0.834705806,0.851329083,0.855363677,0.887915222
8,Cooling,19,1to3,0.851956814,0.830883228,0.792193973,0.797103792,0.781103535,0.797491439,0.798916679,0.836374938
8,Cooling,13,1to3,0.776934424,0.730414074,0.674740135,0.699953712,0.685305151,0.706995524,0.681882077,0.734762595
8,Cooling,9,1to3,0.663700758,0.600604416,0.540195574,0.569272681,0.571199252,0.57677528,0.541822024,0.600803638
8,Cooling,7,1to3,0.540934563,0.493612689,0.436702178,0.476289905,0.47665852,0.477332912,0.439323712,0.490102058
8,Cooling,6,1to3,0.472114357,0.432130035,0.382589236,0.414405024,0.422622107,0.416652884,0.380594227,0.424546435
8,Cooling,5,1to3,0.392270802,0.356072946,0.309741542,0.339798976,0.359081006,0.343907425,0.303213569,0.348579
8,Cooling,4,1to3,0.309555421,0.269817045,0.235803728,0.264358601,0.289146413,0.269005087,0.23858134,0.264200529
8,Cooling,3,1to3,0.214369585,0.175688315,0.156884251,0.174136087,0.203190764,0.174593877,0.154304442,0.170825342
8,Cooling,2,1to3,0.1083039,0.078674668,0.071302977,0.082160876,0.103094299,0.082627296,0.06727318,0.07619426
8,Cooling,1,1to3,0.043163994,0.026500061,0.028152536,0.029895497,0.047733308,0.030782567,0.030534361,0.024408037
8,Cooling,40,2to3,0.950680817,0.951117329,0.941443289,0.93505381,0.925119923,0.939172427,0.94724016,0.954165888
8,Cooling,25,2to3,0.92327837,0.920078482,0.902953116,0.901260369,0.889524066,0.906012333,0.906322053,0.926674731
8,Cooling,19,2to3,0.89630368,0.8911814,0.866248582,0.870986877,0.853470985,0.872923949,0.870634998,0.896583384
8,Cooling,13,2to3,0.842418166,0.829038988,0.795487699,0.801895182,0.784730496,0.802959461,0.803264359,0.833381544
8,Cooling,9,2to3,0.771379957,0.74015775,0.692026861,0.711523899,0.694625288,0.717996978,0.700290386,0.743281478
8,Cooling,7,2to3,0.706585416,0.658521505,0.604488114,0.625723351,0.616354015,0.633766753,0.610816647,0.661312758
8,Cooling,6,2to3,0.655251711,0.603638307,0.547430153,0.57154676,0.566644783,0.58059185,0.546883019,0.6052972
8,Cooling,5,2to3,0.580300427,0.533264631,0.477126692,0.503064075,0.501576248,0.510046831,0.480522361,0.530756402
8,Cooling,4,2to3,0.482878039,0.443883152,0.39087461,0.422176876,0.421726285,0.423877986,0.388932537,0.437967179
8,Cooling,3,2to3,0.35828479,0.326495091,0.280638619,0.312356583,0.318721731,0.315028345,0.280194991,0.319264632
8,Cooling,2,2to3,0.218334334,0.177824041,0.154394337,0.177149809,0.193962949,0.179950918,0.151884713,0.177294132
8,Cooling,1,2to3,0.079441547,0.056901933,0.05446625,0.06151533,0.079085207,0.062521312,0.053301219,0.05514679
8,Cooling,40,3to3,0.965958055,0.968345912,0.966368239,0.960781389,0.951863688,0.961440438,0.968061864,0.969007821
8,Cooling,25,3to3,0.954570336,0.958297224,0.953846969,0.949444853,0.94102325,0.950855541,0.956861496,0.95883688
8,Cooling,19,3to3,0.943103467,0.946879981,0.942427862,0.937977521,0.92906914,0.93977036,0.945149468,0.948286762
8,Cooling,13,3to3,0.920242004,0.924437191,0.918468363,0.915360567,0.901278119,0.917600173,0.920160292,0.926557758
8,Cooling,9,3to3,0.889022418,0.891477795,0.880404339,0.879768099,0.860625674,0.881356188,0.883723171,0.894572401
8,Cooling,7,3to3,0.860908822,0.860415357,0.844151927,0.841940334,0.821927922,0.8441548,0.849974427,0.86438503
8,Cooling,6,3to3,0.842903284,0.840625505,0.819047531,0.817674734,0.797260549,0.819999556,0.825501371,0.842474023
8,Cooling,5,3to3,0.818436167,0.812955061,0.782632424,0.785376191,0.764081756,0.78888318,0.789721658,0.813370537
8,Cooling,4,3to3,0.783579266,0.766450349,0.733382221,0.74079804,0.719221663,0.744983567,0.740624178,0.771381499
8,Cooling,3,3to3,0.727173033,0.699322951,0.658004025,0.667553565,0.652007202,0.67568581,0.663221065,0.702242392
8,Cooling,2,3to3,0.611678838,0.580587561,0.542295467,0.549210046,0.53904114,0.551450218,0.542384062,0.579001304
8,Cooling,1,3to3,0.404961618,0.374383451,0.331670564,0.358978689,0.360894306,0.364425679,0.32718953,0.370552675
8,Cooling,40,1to2,0.95065522,0.949111667,0.937352585,0.928270918,0.916503894,0.932734273,0.943463083,0.952418145
8,Cooling,25,1to2,0.924688781,0.919191283,0.899364476,0.894588346,0.880902953,0.899677686,0.903254751,0.926073463
8,Cooling,19,1to2,0.899542239,0.891689062,0.863564336,0.864993269,0.84565346,0.867379573,0.868465075,0.897397422
8,Cooling,13,1to2,0.84971933,0.832247019,0.794725195,0.798356276,0.779849218,0.800114443,0.803080256,0.836883237
8,Cooling,9,1to2,0.782494668,0.746661172,0.694588202,0.712899788,0.696305527,0.719838531,0.703122139,0.749798952
8,Cooling,7,1to2,0.719715503,0.666777564,0.609474245,0.631112826,0.624023207,0.639478094,0.615949405,0.669383364
8,Cooling,6,1to2,0.668174985,0.611987659,0.553068347,0.578135656,0.576591074,0.587454215,0.552319679,0.613436294
8,Cooling,5,1to2,0.592958375,0.541474016,0.483308823,0.510573768,0.513411607,0.517785778,0.486597973,0.538767787
8,Cooling,4,1to2,0.493761953,0.450888338,0.396455458,0.429604888,0.433692942,0.431374985,0.394472009,0.444809926
8,Cooling,3,1to2,0.366602615,0.331827916,0.285364514,0.318662624,0.329418052,0.321313627,0.284750275,0.324456473
8,Cooling,2,1to2,0.223474245,0.181125134,0.157590828,0.181387395,0.201432113,0.184198373,0.154954323,0.180503469
8,Cooling,1,1to2,0.080401491,0.057345337,0.054594191,0.062098798,0.080418762,0.06307379,0.053436605,0.055605955
8,Cooling,40,2to2,0.965906565,0.967550384,0.964643321,0.958082448,0.948704178,0.958924054,0.966490547,0.968329739
8,Cooling,25,2to2,0.955880861,0.958489496,0.952550472,0.946903722,0.937996826,0.948523476,0.955870568,0.95916518
8,Cooling,19,2to2,0.94585905,0.9480636,0.941733789,0.936073257,0.926870513,0.938167902,0.944752767,0.949595463
8,Cooling,13,2to2,0.925123584,0.927066626,0.919052177,0.915271604,0.9015466,0.917884642,0.920992836,0.929253655
8,Cooling,9,2to2,0.895234786,0.895495546,0.882934551,0.882646192,0.865065608,0.884432823,0.886325707,0.898514753
8,Cooling,7,2to2,0.86755886,0.864939935,0.847844505,0.846656532,0.829096629,0.849001503,0.853659112,0.868794183
8,Cooling,6,2to2,0.848821433,0.844836281,0.822785305,0.822492024,0.80473865,0.82490689,0.829027427,0.846575249
8,Cooling,5,2to2,0.823747879,0.816796292,0.786208939,0.789938796,0.77126144,0.793488465,0.793201277,0.817094348
8,Cooling,4,2to2,0.787488655,0.76928305,0.736149509,0.744400977,0.724962899,0.748591651,0.743333907,0.774136887
8,Cooling,3,2to2,0.72962,0.701078541,0.659809466,0.669875873,0.655825286,0.677992512,0.664977902,0.703950055
8,Cooling,2,2to2,0.61286534,0.581415584,0.54320017,0.550319871,0.540916412,0.552562565,0.543252972,0.579808278
8,Cooling,1,2to2,0.405049908,0.374402378,0.331652747,0.359003041,0.36101216,0.364449516,0.327172952,0.370572671
8,Cooling,40,1to1,0.965245025,0.965616729,0.960772305,0.952339141,0.94173079,0.953261653,0.963413771,0.966537278
8,Cooling,25,1to1,0.956674605,0.95750666,0.949599142,0.941699497,0.931718872,0.943533884,0.953369145,0.958386297
8,Cooling,19,1to1,0.948028899,0.948080327,0.939291995,0.931049422,0.920705313,0.933382913,0.942911821,0.949845927
8,Cooling,13,1to1,0.930513499,0.929401232,0.918070139,0.911434806,0.896838632,0.914440435,0.920740143,0.931877073
8,Cooling,9,1to1,0.904745549,0.900593486,0.884205901,0.881677028,0.86408075,0.884024287,0.888284327,0.90386403
8,Cooling,7,1to1,0.879786891,0.872302769,0.851549654,0.849093029,0.83281008,0.85196136,0.857822868,0.876249686
8,Cooling,6,1to1,0.862235445,0.853379979,0.828034642,0.827385764,0.811944101,0.830105268,0.834537752,0.855119863
8,Cooling,5,1to1,0.837833277,0.826112065,0.793144681,0.79751935,0.782597431,0.801227651,0.800101042,0.826311205
8,Cooling,4,1to1,0.801265779,0.778656105,0.743891281,0.753649362,0.739213084,0.757900448,0.7509467,0.783305667
8,Cooling,3,1to1,0.741427718,0.709208925,0.66713449,0.678848872,0.67019822,0.686957674,0.672137373,0.711893062
8,Cooling,2,1to1,0.687991728,0.608213826,0.541114699,0.558229877,0.5551866,0.558613762,0.535900489,0.60918255
8,Cooling,1,1to1,0.48381896,0.385247425,0.329448528,0.355390899,0.366397091,0.350638139,0.321860365,0.377369853
